"","X","location","number","ABC","DateTime","Air_Temp","Tire","Tire_b","Soil","RH","Tire_RH","Solar","pcpn","dwpt","wdir","wspd","wspd_max","wstdv","Diff","Diff.S","Diff.ST","Diff.RH","Diff.b","condition","pull.date","sheet"
"17992",36400,"CTR","0",NA,2022-03-30 04:00:00,NA,3.168,NA,NA,NA,47.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"17993",36401,"CTR","0",NA,2022-03-30 05:00:00,NA,3.116,NA,NA,NA,48.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"17994",36402,"CTR","0",NA,2022-03-30 06:00:00,NA,3.512,NA,NA,NA,48.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"17995",36403,"CTR","0",NA,2022-03-30 07:00:00,NA,3.036,NA,NA,NA,47.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"17996",36404,"CTR","0",NA,2022-03-30 08:00:00,NA,3.089,NA,NA,NA,48.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"17997",36405,"CTR","0",NA,2022-03-30 09:00:00,NA,3.406,NA,NA,NA,48.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"17998",36406,"CTR","0",NA,2022-03-30 10:00:00,NA,3.009,NA,NA,NA,47.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"17999",36407,"CTR","0",NA,2022-03-30 11:00:00,NA,3.116,NA,NA,NA,48.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18000",36408,"CTR","0",NA,2022-03-30 12:00:00,NA,3.327,NA,NA,NA,47.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18001",36409,"CTR","0",NA,2022-03-30 13:00:00,NA,2.93,NA,NA,NA,47.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18002",36410,"CTR","0",NA,2022-03-30 14:00:00,NA,3.248,NA,NA,NA,48.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18003",36411,"CTR","0",NA,2022-03-30 15:00:00,NA,3.089,NA,NA,NA,47.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18004",36412,"CTR","0",NA,2022-03-30 16:00:00,NA,2.77,NA,NA,NA,47.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18005",36413,"CTR","0",NA,2022-03-30 17:00:00,NA,3.142,NA,NA,NA,48.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18006",36414,"CTR","0",NA,2022-03-30 18:00:00,NA,3.221,NA,NA,NA,47.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18007",36415,"CTR","0",NA,2022-03-30 19:00:00,NA,2.877,NA,NA,NA,47.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18008",36416,"CTR","0",NA,2022-03-30 20:00:00,NA,3.089,NA,NA,NA,48.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18009",36417,"CTR","0",NA,2022-03-30 21:00:00,NA,3.327,NA,NA,NA,47.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18010",36418,"CTR","0",NA,2022-03-30 22:00:00,NA,2.93,NA,NA,NA,47.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18011",36419,"CTR","0",NA,2022-03-30 23:00:00,NA,2.983,NA,NA,NA,47.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18012",36420,"CTR","0",NA,2022-03-31 00:00:00,NA,3.327,NA,NA,NA,47.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18013",36421,"CTR","0",NA,2022-03-31 01:00:00,NA,3.617,NA,NA,NA,47.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18014",36422,"CTR","0",NA,2022-03-31 02:00:00,NA,2.93,NA,NA,NA,47.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18015",36423,"CTR","0",NA,2022-03-31 03:00:00,NA,3.195,NA,NA,NA,48.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18016",36424,"CTR","0",NA,2022-03-31 04:00:00,NA,2.93,NA,NA,NA,47.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18017",36425,"CTR","0",NA,2022-03-31 05:00:00,NA,2.983,NA,NA,NA,48.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18018",36426,"CTR","0",NA,2022-03-31 06:00:00,NA,3.38,NA,NA,NA,48.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18019",36427,"CTR","0",NA,2022-03-31 07:00:00,NA,2.983,NA,NA,NA,47.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18020",36428,"CTR","0",NA,2022-03-31 08:00:00,NA,3.116,NA,NA,NA,48.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18021",36429,"CTR","0",NA,2022-03-31 09:00:00,NA,3.327,NA,NA,NA,48.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18022",36430,"CTR","0",NA,2022-03-31 10:00:00,NA,3.142,NA,NA,NA,47.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18023",36431,"CTR","0",NA,2022-03-31 11:00:00,NA,3.036,NA,NA,NA,48.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18024",36432,"CTR","0",NA,2022-03-31 12:00:00,NA,3.406,NA,NA,NA,47.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18025",36433,"CTR","0",NA,2022-03-31 13:00:00,NA,2.983,NA,NA,NA,47.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18026",36434,"CTR","0",NA,2022-03-31 14:00:00,NA,3.301,NA,NA,NA,48.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18027",36435,"CTR","0",NA,2022-03-31 15:00:00,NA,3.089,NA,NA,NA,47.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18028",36436,"CTR","0",NA,2022-03-31 16:00:00,NA,3.036,NA,NA,NA,48.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18029",36437,"CTR","0",NA,2022-03-31 17:00:00,NA,3.301,NA,NA,NA,47.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18030",36438,"CTR","0",NA,2022-03-31 18:00:00,NA,2.956,NA,NA,NA,47.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18031",36439,"CTR","0",NA,2022-03-31 19:00:00,NA,3.301,NA,NA,NA,48.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18032",36440,"CTR","0",NA,2022-03-31 20:00:00,NA,3.036,NA,NA,NA,47.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18033",36441,"CTR","0",NA,2022-03-31 21:00:00,NA,3.063,NA,NA,NA,47.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18034",36442,"CTR","0",NA,2022-03-31 22:00:00,NA,3.354,NA,NA,NA,47.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18035",36443,"CTR","0",NA,2022-03-31 23:00:00,NA,2.983,NA,NA,NA,47.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18036",36444,"CTR","0",NA,2022-04-01 00:00:00,NA,3.274,NA,NA,NA,47.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18037",36445,"CTR","0",NA,2022-04-01 01:00:00,NA,3.195,NA,NA,NA,47.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18038",36446,"CTR","0",NA,2022-04-01 02:00:00,NA,3.009,NA,NA,NA,47.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18039",36447,"CTR","0",NA,2022-04-01 03:00:00,NA,3.433,NA,NA,NA,47.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18040",36448,"CTR","0",NA,2022-04-01 04:00:00,NA,3.089,NA,NA,NA,47.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18041",36449,"CTR","0",NA,2022-04-01 05:00:00,NA,3.142,NA,NA,NA,47.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18042",36450,"CTR","0",NA,2022-04-01 06:00:00,NA,4.558,NA,NA,NA,47.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18043",36451,"CTR","0",NA,2022-04-01 07:00:00,NA,3.221,NA,NA,NA,48.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18044",36452,"CTR","0",NA,2022-04-01 08:00:00,NA,3.459,NA,NA,NA,48.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18045",36453,"CTR","0",NA,2022-04-01 09:00:00,NA,3.38,NA,NA,NA,47.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18046",36454,"CTR","0",NA,2022-04-01 10:00:00,NA,3.089,NA,NA,NA,48.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18047",36455,"CTR","0",NA,2022-04-01 11:00:00,NA,3.591,NA,NA,NA,47.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18048",36456,"CTR","0",NA,2022-04-01 12:00:00,NA,3.142,NA,NA,NA,47.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18049",36457,"CTR","0",NA,2022-04-01 13:00:00,NA,3.406,NA,NA,NA,48.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18050",36458,"CTR","0",NA,2022-04-01 14:00:00,NA,3.433,NA,NA,NA,47.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18051",36459,"CTR","0",NA,2022-04-01 15:00:00,NA,3.036,NA,NA,NA,47.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18052",36460,"CTR","0",NA,2022-04-01 16:00:00,NA,3.433,NA,NA,NA,47.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18053",36461,"CTR","0",NA,2022-04-01 17:00:00,NA,3.168,NA,NA,NA,47.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18054",36462,"CTR","0",NA,2022-04-01 18:00:00,NA,3.089,NA,NA,NA,47.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18055",36463,"CTR","0",NA,2022-04-01 19:00:00,NA,3.459,NA,NA,NA,47.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18056",36464,"CTR","0",NA,2022-04-01 20:00:00,NA,2.983,NA,NA,NA,47.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18057",36465,"CTR","0",NA,2022-04-01 21:00:00,NA,3.168,NA,NA,NA,47.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18058",36466,"CTR","0",NA,2022-04-01 22:00:00,NA,3.354,NA,NA,NA,47.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18059",36467,"CTR","0",NA,2022-04-01 23:00:00,NA,3.063,NA,NA,NA,47.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18060",36468,"CTR","0",NA,2022-04-02 00:00:00,NA,3.433,NA,NA,NA,47.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18061",36469,"CTR","0",NA,2022-04-02 01:00:00,NA,3.089,NA,NA,NA,47.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18062",36470,"CTR","0",NA,2022-04-02 02:00:00,NA,3.142,NA,NA,NA,47.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18063",36471,"CTR","0",NA,2022-04-02 03:00:00,NA,3.433,NA,NA,NA,47.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18064",36472,"CTR","0",NA,2022-04-02 04:00:00,NA,3.009,NA,NA,NA,47.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18065",36473,"CTR","0",NA,2022-04-02 05:00:00,NA,3.301,NA,NA,NA,47.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18066",36474,"CTR","0",NA,2022-04-02 06:00:00,NA,3.248,NA,NA,NA,46.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18067",36475,"CTR","0",NA,2022-04-02 07:00:00,NA,3.063,NA,NA,NA,47.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18068",36476,"CTR","0",NA,2022-04-02 08:00:00,NA,3.459,NA,NA,NA,47.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18069",36477,"CTR","0",NA,2022-04-02 09:00:00,NA,2.956,NA,NA,NA,47.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18070",36478,"CTR","0",NA,2022-04-02 10:00:00,NA,4.141,NA,NA,NA,47.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18071",36479,"CTR","0",NA,2022-04-02 11:00:00,NA,3.538,NA,NA,NA,47.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18072",36480,"CTR","0",NA,2022-04-02 12:00:00,NA,2.956,NA,NA,NA,47.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18073",36481,"CTR","0",NA,2022-04-02 13:00:00,NA,3.327,NA,NA,NA,47.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18074",36482,"CTR","0",NA,2022-04-02 14:00:00,NA,3.063,NA,NA,NA,47.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18075",36483,"CTR","0",NA,2022-04-02 15:00:00,NA,3.116,NA,NA,NA,47.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18076",36484,"CTR","0",NA,2022-04-02 16:00:00,NA,3.512,NA,NA,NA,47.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18077",36485,"CTR","0",NA,2022-04-02 17:00:00,NA,3.063,NA,NA,NA,47.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18078",36486,"CTR","0",NA,2022-04-02 18:00:00,NA,3.248,NA,NA,NA,47.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18079",36487,"CTR","0",NA,2022-04-02 19:00:00,NA,3.406,NA,NA,NA,46.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18080",36488,"CTR","0",NA,2022-04-02 20:00:00,NA,3.089,NA,NA,NA,47.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18081",36489,"CTR","0",NA,2022-04-02 21:00:00,NA,3.38,NA,NA,NA,47.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18082",36490,"CTR","0",NA,2022-04-02 22:00:00,NA,3.248,NA,NA,NA,46.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18083",36491,"CTR","0",NA,2022-04-02 23:00:00,NA,3.142,NA,NA,NA,47.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18084",36492,"CTR","0",NA,2022-04-03 00:00:00,NA,3.512,NA,NA,NA,47.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18085",36493,"CTR","0",NA,2022-04-03 01:00:00,NA,3.142,NA,NA,NA,46.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18086",36494,"CTR","0",NA,2022-04-03 02:00:00,NA,3.195,NA,NA,NA,47.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18087",36495,"CTR","0",NA,2022-04-03 03:00:00,NA,3.406,NA,NA,NA,46.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18088",36496,"CTR","0",NA,2022-04-03 04:00:00,NA,3.089,NA,NA,NA,47.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18089",36497,"CTR","0",NA,2022-04-03 05:00:00,NA,3.512,NA,NA,NA,47.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18090",36498,"CTR","0",NA,2022-04-03 06:00:00,NA,3.089,NA,NA,NA,46.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18091",36499,"CTR","0",NA,2022-04-03 07:00:00,NA,3.248,NA,NA,NA,47.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18092",36500,"CTR","0",NA,2022-04-03 08:00:00,NA,3.485,NA,NA,NA,46.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18093",36501,"CTR","0",NA,2022-04-03 09:00:00,NA,3.063,NA,NA,NA,47.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18094",36502,"CTR","0",NA,2022-04-03 10:00:00,NA,3.354,NA,NA,NA,47.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18095",36503,"CTR","0",NA,2022-04-03 11:00:00,NA,3.406,NA,NA,NA,46.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18096",36504,"CTR","0",NA,2022-04-03 12:00:00,NA,3.089,NA,NA,NA,46.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18097",36505,"CTR","0",NA,2022-04-03 13:00:00,NA,3.38,NA,NA,NA,47.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18098",36506,"CTR","0",NA,2022-04-03 14:00:00,NA,3.327,NA,NA,NA,46.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18099",36507,"CTR","0",NA,2022-04-03 15:00:00,NA,3.142,NA,NA,NA,46.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18100",36508,"CTR","0",NA,2022-04-03 16:00:00,NA,3.406,NA,NA,NA,47.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18101",36509,"CTR","0",NA,2022-04-03 17:00:00,NA,3.591,NA,NA,NA,46.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18102",36510,"CTR","0",NA,2022-04-03 18:00:00,NA,3.009,NA,NA,NA,47.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18103",36511,"CTR","0",NA,2022-04-03 19:00:00,NA,3.301,NA,NA,NA,47.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18104",36512,"CTR","0",NA,2022-04-03 20:00:00,NA,3.009,NA,NA,NA,47.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18105",36513,"CTR","0",NA,2022-04-03 21:00:00,NA,3.168,NA,NA,NA,47.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18106",36514,"CTR","0",NA,2022-04-03 22:00:00,NA,3.433,NA,NA,NA,46.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18107",36515,"CTR","0",NA,2022-04-03 23:00:00,NA,3.063,NA,NA,NA,47.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18108",36516,"CTR","0",NA,2022-04-04 00:00:00,NA,3.301,NA,NA,NA,47.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18109",36517,"CTR","0",NA,2022-04-04 01:00:00,NA,3.38,NA,NA,NA,46.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18110",36518,"CTR","0",NA,2022-04-04 02:00:00,NA,3.036,NA,NA,NA,47.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18111",36519,"CTR","0",NA,2022-04-04 03:00:00,NA,3.433,NA,NA,NA,47.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18112",36520,"CTR","0",NA,2022-04-04 04:00:00,NA,3.168,NA,NA,NA,46.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18113",36521,"CTR","0",NA,2022-04-04 05:00:00,NA,3.089,NA,NA,NA,47.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18114",36522,"CTR","0",NA,2022-04-04 06:00:00,NA,3.459,NA,NA,NA,46.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18115",36523,"CTR","0",NA,2022-04-04 07:00:00,NA,3.009,NA,NA,NA,46.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18116",36524,"CTR","0",NA,2022-04-04 08:00:00,NA,3.274,NA,NA,NA,47.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18117",36525,"CTR","0",NA,2022-04-04 09:00:00,NA,3.354,NA,NA,NA,46.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18118",36526,"CTR","0",NA,2022-04-04 10:00:00,NA,2.93,NA,NA,NA,46.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18119",36527,"CTR","0",NA,2022-04-04 11:00:00,NA,3.195,NA,NA,NA,47.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18120",36528,"CTR","0",NA,2022-04-04 12:00:00,NA,3.221,NA,NA,NA,47.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18121",36529,"CTR","0",NA,2022-04-04 13:00:00,NA,3.38,NA,NA,NA,46.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18122",36530,"CTR","0",NA,2022-04-04 14:00:00,NA,2.93,NA,NA,NA,46.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18123",36531,"CTR","0",NA,2022-04-04 15:00:00,NA,2.77,NA,NA,NA,46.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
"18124",36532,"CTR","0",NA,2022-04-04 16:00:00,NA,3.063,NA,NA,NA,47.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ctr",2022-02-01,"C.6"
